category_id	category_name	subsector	sector	study_visitors	control_visitors	visit_rate_study	visit_rate_control	visit_rate_study_sigma	visit_rate_control_sigma	visit_rate_ratio	visit_rate_ratio_sigma	num_visits_study	num_visits_control	num_visits_study_sigma	num_visits_control_sigma	num_visits_ratio	num_visits_ratio_sigma	visit_duration_study	visit_duration_control	visit_duration_study_sigma	visit_duration_control_sigma	visit_duration_ratio	visit_duration_ratio_sigma	affinity_ratio	affinity_ratio_sigma	visit_share_study	visit_share_control	visit_share_study_sigma	visit_share_control_sigma	visit_share_ratio	visit_share_ratio_sigma
11373	The Beer Store	Liquor	Retail	0	588	0.0000%	0.0033%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.874	0.000	0.000	-100.00%	0.00%	0.0	18.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
11374	The Boathouse Restaurant	Fine Dining	Eating Places	0	15	0.0000%	0.0001%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.133	0.000	0.000	-100.00%	0.00%	0.0	16.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
11375	The Boiling Crab	Casual Dining	Eating Places	0	4460	0.0000%	0.0254%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.296	0.000	0.000	-100.00%	0.00%	0.0	17.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0016	0.0000	0.0000	-100.00%	0.00%
11376	The Brass Tap	Casual Dining	Eating Places	0	4560	0.0000%	0.0259%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.378	0.000	0.000	-100.00%	0.00%	0.0	17.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0018	0.0000	0.0000	-100.00%	0.00%
11377	The Brick	Furniture	Retail	0	211	0.0000%	0.0012%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.692	0.000	0.000	-100.00%	0.00%	0.0	17.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
11378	The Burger Joint	Fast Casual	Eating Places	0	1637	0.0000%	0.0093%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.221	0.000	0.000	-100.00%	0.00%	0.0	13.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0006	0.0000	0.0000	-100.00%	0.00%
11380	The Cape Cod Five Cents Savings Bank	Banks and Financial Services	Services	0	1553	0.0000%	0.0088%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.673	0.000	0.000	-100.00%	0.00%	0.0	14.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0007	0.0000	0.0000	-100.00%	0.00%
11381	The Capital Grille	Fine Dining	Eating Places	0	16404	0.0000%	0.0933%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.428	0.000	0.000	-100.00%	0.00%	0.0	17.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0066	0.0000	0.0000	-100.00%	0.00%
11382	The Cash Store	Banks and Financial Services	Services	0	8773	0.0000%	0.0499%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.326	0.000	0.000	-100.00%	0.00%	0.0	14.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0033	0.0000	0.0000	-100.00%	0.00%
11383	The Childrens Courtyard	Education	Childrens Activities	0	2786	0.0000%	0.0158%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.849	0.000	0.000	-100.00%	0.00%	0.0	15.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0015	0.0000	0.0000	-100.00%	0.00%
11384	The Childrens Place	Clothing- Childrens	Apparel	0	61941	0.0000%	0.3524%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.325	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0231	0.0000	0.0000	-100.00%	0.00%
11385	The Chopped Leaf	QSR	Eating Places	0	14	0.0000%	0.0001%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.214	0.000	0.000	-100.00%	0.00%	0.0	13.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
11386	The Comfy Cow	Bakery/Dessert	Eating Places	0	105	0.0000%	0.0006%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.971	0.000	0.000	-100.00%	0.00%	0.0	14.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
11387	The Container Store	Home and Housewares	Retail	0	14163	0.0000%	0.0806%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.360	0.000	0.000	-100.00%	0.00%	0.0	15.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0054	0.0000	0.0000	-100.00%	0.00%
11388	The Dump	Furniture	Retail	0	5389	0.0000%	0.0307%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.511	0.000	0.000	-100.00%	0.00%	0.0	20.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0023	0.0000	0.0000	-100.00%	0.00%
11389	The Egg and I	Casual Dining	Eating Places	0	3626	0.0000%	0.0206%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.316	0.000	0.000	-100.00%	0.00%	0.0	14.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0013	0.0000	0.0000	-100.00%	0.00%
11390	The EyeDoctors Optometrists	Medical	Services	0	321	0.0000%	0.0018%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.523	0.000	0.000	-100.00%	0.00%	0.0	14.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
11391	The Flame Broiler	QSR	Eating Places	0	7412	0.0000%	0.0422%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.385	0.000	0.000	-100.00%	0.00%	0.0	14.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0029	0.0000	0.0000	-100.00%	0.00%
11392	The Fresh Grocer	Grocery	Grocery Stores	0	8904	0.0000%	0.0507%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.073	0.000	0.000	-100.00%	0.00%	0.0	18.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0052	0.0000	0.0000	-100.00%	0.00%
11393	The Fresh Market	Grocery	Grocery Stores	0	21175	0.0000%	0.1205%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.562	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0093	0.0000	0.0000	-100.00%	0.00%
11394	The Gardner School	Education	Childrens Activities	0	1023	0.0000%	0.0058%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.689	0.000	0.000	-100.00%	0.00%	0.0	14.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0005	0.0000	0.0000	-100.00%	0.00%
11395	The Goddard School	Education	Childrens Activities	0	20020	0.0000%	0.1139%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.039	0.000	0.000	-100.00%	0.00%	0.0	17.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0115	0.0000	0.0000	-100.00%	0.00%
11396	The Golf Mart	Sporting Goods	Retail	0	617	0.0000%	0.0035%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.673	0.000	0.000	-100.00%	0.00%	0.0	17.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0005	0.0000	0.0000	-100.00%	0.00%
11397	The Greene Turtle Sports Bar & Grille	Casual Dining	Eating Places	0	12710	0.0000%	0.0723%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.480	0.000	0.000	-100.00%	0.00%	0.0	20.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0053	0.0000	0.0000	-100.00%	0.00%
11398	The Habit Burger Grill	Fast Casual	Eating Places	0	33131	0.0000%	0.1885%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.376	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0128	0.0000	0.0000	-100.00%	0.00%
11399	The Kebab Shop	Fast Casual	Eating Places	0	828	0.0000%	0.0047%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.437	0.000	0.000	-100.00%	0.00%	0.0	15.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
11400	The Keg Steakhouse & Bar	Casual Dining	Eating Places	0	2378	0.0000%	0.0135%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.245	0.000	0.000	-100.00%	0.00%	0.0	18.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0008	0.0000	0.0000	-100.00%	0.00%
11401	The Little Gym	Amusement	Childrens Activities	0	3992	0.0000%	0.0227%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.633	0.000	0.000	-100.00%	0.00%	0.0	18.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0018	0.0000	0.0000	-100.00%	0.00%
11402	The Loop Pizza Grill	Casual Dining	Eating Places	0	1350	0.0000%	0.0077%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.459	0.000	0.000	-100.00%	0.00%	0.0	18.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0006	0.0000	0.0000	-100.00%	0.00%
11403	The Luxury Collection	Upscale	Hotels	0	21692	0.0000%	0.1234%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.671	0.000	0.000	-100.00%	0.00%	0.0	28.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0102	0.0000	0.0000	-100.00%	0.00%
11404	The Mattress Factory	Furniture	Retail	0	771	0.0000%	0.0044%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.287	0.000	0.000	-100.00%	0.00%	0.0	13.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
11405	The Medicine Shoppe	Drug Stores	Retail	0	66	0.0000%	0.0004%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.848	0.000	0.000	-100.00%	0.00%	0.0	19.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
11406	The Melting Pot	Fine Dining	Eating Places	0	9423	0.0000%	0.0536%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.346	0.000	0.000	-100.00%	0.00%	0.0	18.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0036	0.0000	0.0000	-100.00%	0.00%
11407	The Original Mattress Factory	Furniture	Retail	0	4143	0.0000%	0.0236%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.324	0.000	0.000	-100.00%	0.00%	0.0	14.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0015	0.0000	0.0000	-100.00%	0.00%
11408	The Original Pancake House	Casual Dining	Eating Places	0	18991	0.0000%	0.1080%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.376	0.000	0.000	-100.00%	0.00%	0.0	16.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0074	0.0000	0.0000	-100.00%	0.00%
11409	The Paper Store	"Gifts, Novelty, Specality"	Retail	0	3691	0.0000%	0.0210%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.504	0.000	0.000	-100.00%	0.00%	0.0	14.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0016	0.0000	0.0000	-100.00%	0.00%
11410	The Roof Center	Hardware/Home Improvement	Retail	0	2096	0.0000%	0.0119%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.619	0.000	0.000	-100.00%	0.00%	0.0	16.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0010	0.0000	0.0000	-100.00%	0.00%
11411	The RoomPlace	Furniture	Retail	0	1504	0.0000%	0.0086%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.517	0.000	0.000	-100.00%	0.00%	0.0	16.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0006	0.0000	0.0000	-100.00%	0.00%
11412	The Shoe Company	Footwear	Apparel	0	25	0.0000%	0.0001%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.880	0.000	0.000	-100.00%	0.00%	0.0	23.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
11413	The Sunshine House	Education	Childrens Activities	0	5294	0.0000%	0.0301%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.798	0.000	0.000	-100.00%	0.00%	0.0	16.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0027	0.0000	0.0000	-100.00%	0.00%
11414	The Tile Shop	Hardware/Home Improvement	Retail	0	9032	0.0000%	0.0514%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.475	0.000	0.000	-100.00%	0.00%	0.0	17.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0038	0.0000	0.0000	-100.00%	0.00%
11415	The Tire Choice & Total Car Care	Auto Services	Auto and Gasoline Service Stations	0	6650	0.0000%	0.0378%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.338	0.000	0.000	-100.00%	0.00%	0.0	15.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0025	0.0000	0.0000	-100.00%	0.00%
11416	The Unbound Collection by Hyatt	Upscale	Hotels	0	25844	0.0000%	0.1470%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.874	0.000	0.000	-100.00%	0.00%	0.0	32.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0136	0.0000	0.0000	-100.00%	0.00%
11417	The UPS Store	Office	Retail	0	108830	0.0000%	0.6191%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.455	0.000	0.000	-100.00%	0.00%	0.0	16.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0446	0.0000	0.0000	-100.00%	0.00%
11418	The Walking Company	Footwear	Apparel	0	13543	0.0000%	0.0770%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.386	0.000	0.000	-100.00%	0.00%	0.0	15.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0053	0.0000	0.0000	-100.00%	0.00%
11419	The WORKS Gourmet Burger Bistro	Fast Casual	Eating Places	0	22	0.0000%	0.0001%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.136	0.000	0.000	-100.00%	0.00%	0.0	25.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
11420	Theory	Clothing	Apparel	0	1233	0.0000%	0.0070%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.489	0.000	0.000	-100.00%	0.00%	0.0	14.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0005	0.0000	0.0000	-100.00%	0.00%
11421	Thorntons	Convenience	Grocery Stores	0	107083	0.0000%	0.6091%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.803	0.000	0.000	-100.00%	0.00%	0.0	15.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0544	0.0000	0.0000	-100.00%	0.00%
11422	Three Dog Bakery	Pets	Retail	0	713	0.0000%	0.0041%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.492	0.000	0.000	-100.00%	0.00%	0.0	14.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
11423	Tiffany & Co	Accessories/Jewelry	Apparel	0	11327	0.0000%	0.0644%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.435	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0046	0.0000	0.0000	-100.00%	0.00%
11424	Tijuana Flats	Fast Casual	Eating Places	0	8431	0.0000%	0.0480%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.318	0.000	0.000	-100.00%	0.00%	0.0	14.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0031	0.0000	0.0000	-100.00%	0.00%
11425	Tillys	Clothing	Apparel	0	10781	0.0000%	0.0613%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.266	0.000	0.000	-100.00%	0.00%	0.0	14.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0038	0.0000	0.0000	-100.00%	0.00%
11426	Tilted Kilt	Casual Dining	Eating Places	0	9223	0.0000%	0.0525%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.456	0.000	0.000	-100.00%	0.00%	0.0	21.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0038	0.0000	0.0000	-100.00%	0.00%
11427	Tim Hortons	QSR	Eating Places	0	8900	0.0000%	0.0506%	0.0000%	0.0000%	-100.00%	0.00%	0.000	3.042	0.000	0.000	-100.00%	0.00%	0.0	17.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0076	0.0000	0.0000	-100.00%	0.00%
11428	Tim Hortons US	Coffee/Tea	Eating Places	0	100526	0.0000%	0.5718%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.935	0.000	0.000	-100.00%	0.00%	0.0	15.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0548	0.0000	0.0000	-100.00%	0.00%
11429	Timber Mart	Hardware/Home Improvement	Retail	0	61	0.0000%	0.0003%	0.0000%	0.0000%	-100.00%	0.00%	0.000	4.213	0.000	0.000	-100.00%	0.00%	0.0	56.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
11430	Timberland	Footwear	Apparel	0	4638	0.0000%	0.0264%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.361	0.000	0.000	-100.00%	0.00%	0.0	14.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0018	0.0000	0.0000	-100.00%	0.00%
11431	Tin Drum Asian Kitchen	Fast Casual	Eating Places	0	314	0.0000%	0.0018%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.398	0.000	0.000	-100.00%	0.00%	0.0	17.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
11432	Tinseltown	Motion Picture Theaters	Entertainment	0	29480	0.0000%	0.1677%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.472	0.000	0.000	-100.00%	0.00%	0.0	19.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0122	0.0000	0.0000	-100.00%	0.00%
11433	Tire Barn	Auto Services	Auto and Gasoline Service Stations	0	3857	0.0000%	0.0219%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.230	0.000	0.000	-100.00%	0.00%	0.0	16.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0013	0.0000	0.0000	-100.00%	0.00%
11434	Tire Discounters	Auto Services	Auto and Gasoline Service Stations	0	17346	0.0000%	0.0987%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.340	0.000	0.000	-100.00%	0.00%	0.0	17.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0065	0.0000	0.0000	-100.00%	0.00%
11435	Tire Kingdom	Auto Services	Auto and Gasoline Service Stations	0	15794	0.0000%	0.0898%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.359	0.000	0.000	-100.00%	0.00%	0.0	17.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0060	0.0000	0.0000	-100.00%	0.00%
11436	Tire Pros	Auto Services	Auto and Gasoline Service Stations	0	44936	0.0000%	0.2556%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.454	0.000	0.000	-100.00%	0.00%	0.0	17.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0184	0.0000	0.0000	-100.00%	0.00%
11437	Tire Warehouse	Auto Services	Auto and Gasoline Service Stations	0	2365	0.0000%	0.0135%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.350	0.000	0.000	-100.00%	0.00%	0.0	17.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0009	0.0000	0.0000	-100.00%	0.00%
11438	Tirecraft	Auto Services	Auto and Gasoline Service Stations	0	165	0.0000%	0.0009%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.921	0.000	0.000	-100.00%	0.00%	0.0	54.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
11439	Tires Plus Total Car Care	Auto Services	Auto and Gasoline Service Stations	0	34121	0.0000%	0.1941%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.361	0.000	0.000	-100.00%	0.00%	0.0	17.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0131	0.0000	0.0000	-100.00%	0.00%
11440	Tisol Pet Nutrition & Supply Stores	Pets	Retail	0	6	0.0000%	0.0000%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.667	0.000	0.000	-100.00%	0.00%	0.0	15.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
11441	T-Mobile Prepaid	Wireless	Retail	0	5951	0.0000%	0.0339%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.431	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0024	0.0000	0.0000	-100.00%	0.00%
11442	T-Mobile Stores	Wireless	Retail	0	217983	0.0000%	1.2400%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.450	0.000	0.000	-100.00%	0.00%	0.0	16.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0890	0.0000	0.0000	-100.00%	0.00%
11443	Tobacco Outlet Plus Grocery	Grocery	Grocery Stores	0	5319	0.0000%	0.0303%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.559	0.000	0.000	-100.00%	0.00%	0.0	14.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0023	0.0000	0.0000	-100.00%	0.00%
11444	Togos Eateries	Fast Casual	Eating Places	0	10485	0.0000%	0.0596%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.391	0.000	0.000	-100.00%	0.00%	0.0	16.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0041	0.0000	0.0000	-100.00%	0.00%
11445	Tokyo Joes	Fast Casual	Eating Places	0	4237	0.0000%	0.0241%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.341	0.000	0.000	-100.00%	0.00%	0.0	16.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0016	0.0000	0.0000	-100.00%	0.00%
11446	Tom Thumb	Grocery	Grocery Stores	0	33900	0.0000%	0.1928%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.221	0.000	0.000	-100.00%	0.00%	0.0	14.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0212	0.0000	0.0000	-100.00%	0.00%
11447	Tom Thumb Food & Pharmacy	Grocery	Grocery Stores	0	48790	0.0000%	0.2775%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.807	0.000	0.000	-100.00%	0.00%	0.0	20.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0248	0.0000	0.0000	-100.00%	0.00%
11449	Tonys Finer Foods	Grocery	Grocery Stores	0	6911	0.0000%	0.0393%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.803	0.000	0.000	-100.00%	0.00%	0.0	17.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0035	0.0000	0.0000	-100.00%	0.00%
11450	Topgolf	Amusement	Entertainment	0	75684	0.0000%	0.4305%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.303	0.000	0.000	-100.00%	0.00%	0.0	21.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0278	0.0000	0.0000	-100.00%	0.00%
11451	Toppers Pizza	Casual Dining	Eating Places	0	3134	0.0000%	0.0178%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.589	0.000	0.000	-100.00%	0.00%	0.0	16.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0014	0.0000	0.0000	-100.00%	0.00%
11452	Tops Friendly Markets	Grocery	Grocery Stores	0	32602	0.0000%	0.1855%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.095	0.000	0.000	-100.00%	0.00%	0.0	16.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0192	0.0000	0.0000	-100.00%	0.00%
11453	Torchys Tacos	Fast Casual	Eating Places	0	14204	0.0000%	0.0808%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.339	0.000	0.000	-100.00%	0.00%	0.0	15.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0054	0.0000	0.0000	-100.00%	0.00%
11454	Torrid	Clothing- Womens	Apparel	0	33182	0.0000%	0.1888%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.289	0.000	0.000	-100.00%	0.00%	0.0	14.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0121	0.0000	0.0000	-100.00%	0.00%
11457	Total Wine & More	Liquor	Retail	0	34217	0.0000%	0.1946%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.404	0.000	0.000	-100.00%	0.00%	0.0	15.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0135	0.0000	0.0000	-100.00%	0.00%
11458	Town Fair Tire	Auto Services	Auto and Gasoline Service Stations	0	7627	0.0000%	0.0434%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.452	0.000	0.000	-100.00%	0.00%	0.0	17.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0031	0.0000	0.0000	-100.00%	0.00%
11459	TownePlace Suites by Marriott	Midscale	Hotels	0	146577	0.0000%	0.8338%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.851	0.000	0.000	-100.00%	0.00%	0.0	31.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0764	0.0000	0.0000	-100.00%	0.00%
11460	Toyota	Standard	Automotive Dealers	0	60417	0.0000%	0.3437%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.527	0.000	0.000	-100.00%	0.00%	0.0	17.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0260	0.0000	0.0000	-100.00%	0.00%
11461	Tractor Supply Co	Hardware/Home Improvement	Retail	0	306429	0.0000%	1.7431%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.458	0.000	0.000	-100.00%	0.00%	0.0	15.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1259	0.0000	0.0000	-100.00%	0.00%
