Location	Bucket	Type	Visitor Count	Percentage
OTR Prospect	Marion C	Top CDL Metro	47	3.23%
OTR Prospect	Burnside C	Top CDL Metro	41	2.82%
OTR Prospect	Norwood Payneham St Peters C	Top CDL Metro	41	2.82%
OTR Prospect	Unley C	Top CDL Metro	38	2.61%
OTR Prospect	Campbelltown C SA	Top CDL Metro	30	2.06%
OTR Prospect	Mitcham C	Top CDL Metro	27	1.85%
OTR Prospect	Adelaide Hills DC	Top CDL Metro	17	1.17%
OTR Prospect	Walkerville M	Top CDL Metro	16	1.10%
OTR Prospect	Holdfast Bay C	Top CDL Metro	12	0.82%
OTR Prospect	Barossa DC	Top CDL Metro	7	0.48%
OTR Prospect	Gawler T	Top CDL Metro	7	0.48%
OTR Prospect	South Australia	Top CEL State	1444	98.37%
OTR Prospect	Victoria	Top CEL State	8	0.54%
OTR Prospect	New South Wales	Top CEL State	6	0.41%
OTR Prospect	Queensland	Top CEL State	4	0.27%
OTR Prospect	Ontario	Top CEL State	2	0.14%
OTR Prospect	Northern Territory	Top CEL State	1	0.07%
OTR Prospect	South Australia	Top CDL State	1433	98.42%
OTR Prospect	Victoria	Top CDL State	7	0.48%
OTR Prospect	Queensland	Top CDL State	5	0.34%
OTR Prospect	New South Wales	Top CDL State	4	0.27%
OTR Prospect	Northern Territory	Top CDL State	2	0.14%
OTR Prospect	Ontario	Top CDL State	2	0.14%
OTR Prospect	AUS	Top CEL Country	1463	99.66%
OTR Prospect	CAN	Top CEL Country	2	0.14%
OTR Prospect	MYS	Top CEL Country	1	0.07%
OTR Prospect	NZL	Top CEL Country	1	0.07%
OTR Prospect	AUS	Top CDL Country	1451	99.66%
OTR Prospect	CAN	Top CDL Country	2	0.14%
OTR Prospect	CHE	Top CDL Country	1	0.07%
OTR Prospect	MYS	Top CDL Country	1	0.07%
OTR Prospect	NZL	Top CDL Country	1	0.07%
