Device Id	Polygon Name	Timestamp	Common Evening Lat	Common Evening Long	Date	Time	Day of Week	Time Zone
8de6f969eae3b560bceb39d96b0e5ef841999de1	OTR Glandore	1596501257	-34.96071619139447	138.56746750541862	2020-08-04	10:04:17	Tue	Australia/Adelaide
430c0988ad3b382090b53999ec313aad85e6ca4b	OTR Glandore	1596026785	-34.95751598103328	138.56686848420864	2020-07-29	22:16:25	Wed	Australia/Adelaide
545fe4f3ac207fde596c4a81340374b7fa11029b	OTR Glandore	1594086191	-34.860586797848015	138.48469863185596	2020-07-07	11:13:11	Tue	Australia/Adelaide
3b2c5df0375ccfbffd4fe4e5c6c2c29322e8d42a	OTR Glandore	1594588146	-34.75013849879377	138.61482325829851	2020-07-13	06:39:06	Mon	Australia/Adelaide
06f2c927141979e70a576aff5fa8e9ef8696de65	OTR Glandore	1591419555	-34.87229766107033	138.6433937197459	2020-06-06	14:29:15	Sat	Australia/Adelaide
bb98ceee5d9946761d8b4dd15cd55cbb3ecf381e	OTR Glandore	1568438321	-34.975659397239546	138.59352986129124	2019-09-14	14:48:41	Sat	Australia/Adelaide
f344179cdd588d7c963388f0d9fafde4c55337b1	OTR Glandore	1581026308	-34.83028182503108	138.6117451183766	2020-02-07	08:28:28	Fri	Australia/Adelaide
ce0b098c8022d93d12cbc5bfa8c81d8a177d9a87	OTR Glandore	1591599449	-34.69303360128778	138.71196525481392	2020-06-08	16:27:29	Mon	Australia/Adelaide
bd435d0a40b795606865b23db3fcd54b310f5ab1	OTR Glandore	1591332034	-34.97353115308575	138.53281646146934	2020-06-05	14:10:34	Fri	Australia/Adelaide
c081e188ec9dadc96446603b6a8ad77a53b8f27f	OTR Glandore	1569370719			2019-09-25	09:48:39	Wed	Australia/Adelaide
e45e17b4378e32b498761d0cad2a43db7a249619	OTR Glandore	1590562665	-35.00273812053029	138.5417036014584	2020-05-27	16:27:45	Wed	Australia/Adelaide
5e9f31061cb754cb33229c5a44a6d06caecd0f22	OTR Glandore	1592189263	-35.024236212116726	138.54488336094127	2020-06-15	12:17:43	Mon	Australia/Adelaide
d6a190dbe5bddc5d305d60ce7415765b11570c21	OTR Glandore	1575407167	-34.68486425434962	138.70005608391506	2019-12-04	07:36:07	Wed	Australia/Adelaide
